Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
NOC3L	8.58	20.53	11.802	12.287	2.4363	7.8136	5.0797	27.148	32.912	50.862	64.49	5.7804	28.899	20.665
NOC4L	8.7284	48.576	38.853	24.566	3.94	17.629	11.57	50.468	137.39	200.48	104.68	13.067	57.54	64.422
NOD1	11.617	5.7811	8.8587	15.768	71.204	8.8008	5.7128	40.623	11.559	38.132	87.265	125.81	64.811	23.105
NOD2	0	0	13.444	24.317	0	36.36	25.223	0	0	62.237	92.207	0	81.526	89.375
NODAL	0	0	0.83398	0.46836	0	0	2.5385	0	0	10.713	6.4692	0	0	14.134
NOG	0	0	1.5724	0.53405	0	0	0	0	0	17.18	7.3606	0	0	0
NOL10	17.346	4.2623	16.861	22.966	15.221	12.862	14.95	65.857	8.5975	72.788	98.182	50.483	34.633	45.328
NOL11	45.828	19.386	65.524	53.536	5.7009	9.8568	122.37	138.49	24.023	213.55	204.41	13.585	33.164	307.11
NOL12	18.908	11.313	11.899	25.425	12.598	8.9144	7.8901	53.731	21.017	38.798	71.913	23.212	24.056	21.842
NOL3	3.0972	0	0.016344	2.1044	0	3.1168	0	24.387	0	0.20994	25.04	0	16.005	0
NOL4	0	0	0.71527	0.24886	0	0	0	0	0	5.3362	3.2437	0	0	0
NOL6	8.0663	64.237	21.984	20.917	1.051	7.0845	4.5725	44.413	181.69	91.214	83.59	3.4856	23.532	16.275
NOL7	138.8	220.61	117.62	112.18	51.171	56.085	61.72	283.33	210.47	265.47	279.36	136.06	93.1	153.21
NOL8	33.188	27.222	26.343	40.431	17.176	26.359	31.697	107	49.576	75.892	125.48	17.55	62.531	105.96
NOL9	26.131	12.948	34.719	41.106	16.738	11.661	40.987	39.988	9.9493	49.058	53.738	23.189	12.34	46.157
NOLC1	30.619	20.911	32.23	43.368	23.463	22.719	22.436	110.95	32.635	111.66	129.62	39.599	52.208	63.238
NOM1	10.831	5.4712	12.235	11.756	12.315	3.112	7.1425	28.791	5.2465	25.506	29.028	25.953	5.6089	11.037
NOMO1	21.704	1.18	6.8891	16.561	15.273	6.1906	43.297	94.079	3.3375	35.308	84.61	45.537	23.016	144.04
NOMO2	5.0382	23.061	21.402	18.955	27.101	7.7589	48.683	23.442	41.503	81.384	87.715	61.909	24.097	117.62
NOMO3	0	0	7.9645	2.1313	0	0.77877	7.7646	0	0	50.009	19.032	0	7.0521	42.233
NONO	171.37	185.37	214.37	247.35	252.74	133.68	253.92	263.42	169.84	270.48	317.09	156.2	172.06	330.91
NOP10	157.3	227	220.93	138.47	278.32	299.88	100.09	287.11	194.86	382.18	295.54	273.72	378.22	186.47
NOP14	9.5998	1.9188	6.2069	14.459	0	3.964	0.32807	41.312	4.0471	46.37	64.467	0	23.781	1.8266
NOP14-AS1	0.40303	2.5237	7.6512	13.654	1.4456	3.1191	0.7158	2.3591	6.0114	28.677	59.195	4.7944	24.503	2.5919
NOP16	60.254	58.867	35.044	33.193	55.326	22.076	51.006	181.39	111.55	144.76	146.81	137.66	84.931	162.12
NOP2	43.383	53.645	49.893	64.497	82.604	19.109	66.731	150.62	143.09	152.54	203.79	100.19	69.199	152.09
NOP56	90.94	150.65	68.932	75.548	182.91	39.369	45.129	205.43	220.13	171.83	192.56	245.98	78.641	142.28
NOP58	146.87	47.697	124.42	160.64	88.363	22.691	54.24	282.51	106.01	243.15	316.32	103.58	56.114	110.31
NOP9	0.099193	5.8863	3.9404	2.0668	0	1.0313	0	0.78105	12.567	25.098	14.126	0	5.845	0
NOS1	2.1683	0.6625	3.3559	3.2237	1.2237	1.2371	3.3952	2.1534	0.928	5.4083	4.982	1.7036	1.246	3.3391
NOS1AP	0	0	0.84918	0.12911	1.2228	0.026463	0.033873	0	0	7.5081	2.3601	4.0554	0.18967	0.1886
NOS2	0	0	0.081516	0.032031	0	0	0	0	0	0.82102	0.30402	0	0	0
NOS3	1.869	0.29375	3.113	2.5327	242.83	2.1801	2.1816	4.433	0.83085	8.5786	5.0013	293.71	7.3657	4.5896
NOSIP	115.73	96.083	185.11	76.469	185.97	56.975	83.183	316.83	140.77	403.47	234.77	256.57	139.37	268.36
NOSTRIN	0.14032	6.1525	0	0.4037	29.287	0.12889	0	1.1049	17.402	0	6.1444	68.335	1.1672	0
NOTCH1	9.1311	6.9123	10.807	22.395	36.33	10.52	41.781	42.473	9.4057	31.478	49.122	30.889	21.393	66.627
NOTCH2	22.988	56.382	23.491	16.277	0.33637	38.731	45.117	94.277	58.667	117.55	55.407	1.1156	69.832	75.662
NOTCH2NL	43.041	67.575	32.921	24.266	4.6874	21.59	17.224	94.585	64.653	85.799	65.473	15.546	40.965	41.601
NOTCH3	0.81609	6.745	0.095272	0.045901	0	0.064512	0	4.7128	10.347	0.90513	0.54177	0	0.49543	0
NOTCH4	1.415	0	0	0.55316	244.57	3.2132	0	10.615	0	0	5.192	384.93	14.512	0
NOTO	0	0	0	0.064585	0	0	0	0	0	0	1.1862	0	0	0
NOTUM	0	0	0	0.21677	0	0	0	0	0	0	5.2475	0	0	0
NOV	0	17.551	0.071459	0.77887	0	0	0	0	40.531	0.91791	18.42	0	0	0
NOVA1	0	12.176	0.22679	0.12164	0	0.060367	0.40031	0	22.625	2.1637	1.2992	0	0.4392	2.2288
NOVA2	0	0	0	0.0033982	0	0	0	0	0	0	0.05935	0	0	0
NOX1	0.031449	0	0.037515	0.13422	0	0	0	0.24763	0	0.48189	1.8318	0	0	0
NOX3	0	0	0.04394	0.048738	0	0	0	0	0	0.56442	0.7301	0	0	0
NOX4	2.9495	40.366	2.3218	3.6992	42.417	1.2108	3.4181	5.1602	37.963	4.3568	20.309	63.488	3.2392	10.397
NOX5	0	0	0.077396	0.059801	0	0	0	0	0	0.70906	0.94993	0	0	0
NOXA1	0.072416	0	0.58374	2.033	0	5.9365	20.311	0.5702	0	7.4983	20.954	0	23.217	95.66
NOXO1	0	0	0	0.049163	0	0	0	0	0	0	1.1901	0	0	0
NOXRED1	1.2264	0	4.6461	0.20563	0	0	0	9.6567	0	54.119	3.4214	0	0	0
NPAP1	4.1695	0.51125	6.222	7.6428	3.3883	1.3186	6.9431	5.9218	0.80206	9.9059	9.5652	5.2453	2.2451	8.7983
NPAS1	0	0	0	0.12951	0	0	0.35227	0	0	0	2.5354	0	0	1.9613
NPAS2	0.20581	2.875	0.014424	0.12947	0	0.46683	0	1.556	7.0301	0.18528	2.5696	0	3.1727	0
NPAS3	0	0	0.11982	0.62914	0	0.13474	0	0	0	1.2186	10.183	0	1.2201	0
NPAS4	0	0	0	0.0014722	0	0	0	0	0	0	0.035639	0	0	0
NPAT	20.68	0.3625	30.291	32.888	36.849	8.3608	26.924	72.299	1.0253	74.431	102.51	71.775	29.533	63.394
NPB	0	0	0.038728	0	0	0	0	0	0	0.49747	0	0	0	0
NPBWR1	0	0	0.66041	0.0085364	0	0	0	0	0	8.4832	0.20664	0	0	0
NPBWR2	0	0	0	0.35341	0	0	0	0	0	0	8.5553	0	0	0
NPC1	3.1872	8.5847	21.542	28.717	31.212	17.086	23.918	21.973	15.983	62.649	109.74	56.648	49.418	72.376
NPC1L1	1.9825	0	0.29411	0.31105	0	0.028902	0.55967	15.216	0	3.1035	3.7212	0	0.17908	3.1161
NPC2	214.55	370.76	147.9	58.017	534.49	1937.4	91.437	425.65	241.86	365.15	200.08	418.16	1240.8	316.8
NPDC1	0.012419	90.399	48.517	20.818	1130.9	0.68573	27.57	0.097786	83.519	156.73	88.908	849.74	5.9541	153.5
NPEPL1	12.624	16.055	22.849	28.613	47.433	11.998	48.937	44.613	24.034	75.337	120.79	93.638	41.921	198.55
NPEPPS	36.627	61.011	42.779	34.719	33.222	16.702	38.361	83.698	47.605	111.7	108.1	41.986	35.321	89.218
NPFF	1.7485	0	0.48989	1.2295	5.4566	1.6989	0	13.768	0	6.2928	12.947	18.097	12.488	0
NPFFR1	0	0	0	0	0	0.54583	0	0	0	0	0	0	4.9427	0
NPFFR2	3.4011	1.5337	6.2698	7.4726	3.7219	1.964	3.0568	7.0624	2.4388	14.904	12.895	6.306	3.1389	6.3062
NPHP1	0	20.793	0.064846	1.1325	2.5501	0.014756	0	0	40.649	0.83296	19.601	8.4577	0.13363	0
NPHP3	19.414	5.0801	8.8763	9.3598	20.809	3.5773	7.268	61.277	7.7414	29.496	36.07	66.617	10.324	28.232
NPHP3-ACAD11	1.8422	2.285	3.0024	5.7645	0	0.53123	15.195	7.4358	5.214	14.885	23.758	0	3.4365	51.393
NPHP3-AS1	0	0	0.035697	0.10844	0	0	0	0	0	0.45854	1.8371	0	0	0
NPHP4	0.84075	0.65124	2.587	3.3399	5.5791	0.95673	0	4.3206	1.842	18.714	22.737	12.441	8.2749	0
NPHS1	6.0955	1.0575	6.1423	7.568	3.98	2.0051	6.3444	7.2062	2.4306	9.9969	9.3364	5.0439	3.8357	8.3696
NPHS2	0	0	0.52981	0.28752	0	0.0059759	0	0	0	6.8056	6.4158	0	0.054114	0
NPIP	67.075	59.762	55.235	62.241	62.52	21.212	92.265	165.99	43.825	129.48	138.06	51.391	44.908	180.58
NPIPL3	119.13	68.646	143.53	155.77	190.46	46.576	108.07	166.27	92.693	178.88	201.04	257.84	96.617	127.94
NPL	6.6923	13.181	3.3566	6.4203	0	137.47	2.6791	32.648	37.282	24.534	52.21	0	169.83	14.651
NPLOC4	17.177	7.0035	12.061	19.946	6.309	9.091	7.8164	55.273	7.9674	50.809	82.092	9.754	25.569	23.77
NPM1	1174.2	989.21	935.19	887.41	721.35	472.8	473.52	987.6	1098.3	918.92	826.77	274.3	455.02	562.35
NPM2	0	0	0.016606	4.5802	0	0	0	0	0	0.21331	36.879	0	0	0
NPM3	18.106	122.29	9.9159	15.847	0	28.095	28.766	94.91	167.83	65.77	87.846	0	117.24	160.16
NPNT	0	0	0.039151	0.13453	10.315	0.020122	0	0	0	0.50291	1.8663	34.21	0.18221	0
NPPA	0	0	0.23457	0.82483	0	3.418	25.463	0	0	2.9127	14.401	0	16.041	98.796
NPPA-AS1	1.2599	0	0.039278	0.78459	0	1.0744	1.2888	9.4706	0	0.37019	8.539	0	5.5995	7.1756
NPPB	0	0	0.2746	0	0	0	0	0	0	3.5273	0	0	0	0
NPPC	0	0	0	0.11196	0	0	0	0	0	0	2.4552	0	0	0
NPR1	0.085317	17.746	0.79983	0.048423	139.14	0.0029269	0.16807	0.52624	32.887	6.6742	0.93701	213.66	0.026504	0.93578
NPR2	0	4.3336	0.5595	2.4742	0	1.6839	0.78709	0	8.8729	7.1869	23.613	0	15.248	4.3824
NPR3	0	58.795	0.082547	0.096887	6.3707	0.00085363	0	0	117.07	0.78839	1.4096	21.129	0.0077299	0
NPRL2	64.315	8.8175	57.042	59.706	10.869	18.952	101.8	223.5	24.94	191.67	200.88	25.292	69.339	309.23
NPRL3	5.4346	31.387	11.385	10.133	17.558	6.2705	10.754	26.511	67.074	57.559	47.884	51.199	25.491	31.628
NPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPSR1	0	0	1.1529	0.53123	0	0	0	0	0	9.4178	8.9543	0	0	0
NPSR1-AS1	0.050482	0	0.075515	1.7175	0	0.025	0.18581	0.34632	0	0.56767	33.708	0	0.16611	0.84867
NPTN	40.82	72.641	34.932	29.417	44.331	64.671	35.612	122.13	75.817	112.07	85.162	59.544	104.05	117.81
NPTX1	0	0.66628	5.6185	0.31402	0	0.028292	1.8848	0	1.8845	71.774	5.5866	0	0.2562	10.494
NPTX2	0	0	0	0.0052357	23.002	0.99974	0.41744	0	0	0	0.12674	76.29	9.053	2.3242
NPTXR	1.1583	0.255	4.9474	3.0386	1.1255	1.049	1.9156	1.8525	0.35713	17.911	13.483	2.5253	1.9789	3.5513
NPVF	0	0	0	0.0036144	0	0	0	0	0	0	0.087495	0	0	0
NPW	0	3.2588	0	0.24652	0	0	0	0	9.2172	0	5.3863	0	0	0
NPY	0	0	0.35025	1.7942	0	0	0	0	0	4.4991	43.432	0	0	0
NPY1R	0	0	0.092248	0.29559	0	0	0	0	0	1.1849	4.2418	0	0	0
NPY2R	0	0	0	0.026218	17.789	0	0	0	0	0	0.63468	58.999	0	0
NPY5R	0	0	0.48921	1.0349	0	0	0	0	0	6.284	18.635	0	0	0
NPY6R	0.39917	0	0.47523	0.21985	0	0.72289	0.13807	2.5069	0	3.0518	1.3754	0	5.5506	0.58697
NQO1	7.503	7.9912	16.349	22.216	35.394	8.4742	11.093	8.9924	20.345	33.279	75.982	43.075	17.686	13.141
NQO2	11.586	38.363	54.485	20.195	53.882	63.276	0	56.466	54.729	207.79	112.63	140.97	163.6	0
NR0B1	0	0	0.28613	0	0	0	0	0	0	3.6754	0	0	0	0
NR0B2	0	0	0.36066	0	0	0	0	0	0	4.6328	0	0	0	0
NR1D1	3.2448	9.2402	7.7985	1.4172	10.856	1.6556	0	21.402	26.135	41.252	12.179	36.004	7.7419	0
NR1D2	18.871	1.585	10.306	5.3066	5.8028	8.7197	2.232	120.91	2.9524	50.046	32.795	8.8561	37.055	10.804
NR1H2	70.723	157.86	96.071	80.823	56.244	52.579	110.78	162.31	261.49	240.31	217.01	115.25	96.444	244.61
NR1H3	0	6.5789	7.409	1.0876	0	98.434	5.6676	0	18.608	69.221	15.678	0	316.43	29.282
NR1H4	0.40547	0	0.40429	0.3555	0	0.020854	0.052903	3.1927	0	2.4847	4.51	0	0.13667	0.29455
NR1I2	0	0	0.21908	0.56391	0	0	0	0	0	1.9692	8.6177	0	0	0
NR1I3	0	0	0.35648	0.045257	0	0.33986	0	0	0	4.579	1.0956	0	2.3847	0
NR2C1	9.9843	10.834	32.723	20.168	57.149	3.5433	38.143	53.125	19.004	142.95	84.681	154.97	16.643	118.93
NR2C2	1.6618	2.32	4.2427	9.0171	9.1907	1.0964	26.648	8.8549	5.0877	20.145	36.978	19.249	4.2829	86.947
NR2C2AP	53.181	0	10.505	23.064	57.697	12.895	2.1534	220.25	0	65.107	125.25	131.52	44.512	11.989
NR2E1	0	0.225	0.030243	0.76225	0	0	0	0	0.63641	0.38848	15.554	0	0	0
NR2E3	0.7553	0	0.11103	0.21796	0	0	0	5.9472	0	1.3471	3.4141	0	0	0
NR2F1	0	0.09625	0	0	0	0	0	0	0.27224	0	0	0	0	0
NR2F2	0	0.4175	0.095091	1.0458	56.717	0.5477	0	0	1.1809	1.0232	9.9707	65.612	4.9596	0
NR2F6	0	8.6418	0.031758	6.7603	0	6.2912	0	0	23.099	0.40794	46.817	0	41.296	0
NR3C1	45.485	32.026	87.908	56.997	37.802	27.293	62.985	90.129	40.214	186.66	122.38	59.233	45.511	125.15
NR3C2	0	0	2.7115	0.71451	2.7973	0.12963	0	0	0	21.558	7.2283	9.2775	0.59294	0
NR4A1	7.4057	229.03	66.333	38.162	228.2	179.92	72.802	37.806	240.02	254.06	163.18	347.96	492.46	164.04
NR4A2	84.499	45.69	200.39	268	48.01	294.65	294.31	291.04	78.63	352.89	505.67	96.708	631.51	339.37
NR4A3	10.152	2.6124	33.776	13.924	14.772	63.464	51.051	60.063	5.1961	220.63	59.802	48.995	112.83	145.58
NR5A1	0	0	0	0.022049	0	0	0	0	0	0	0.38445	0	0	0
NR5A2	0	0	0.41708	15.01	7.9382	0.024877	0	0	0	3.9853	71.881	14.884	0.16517	0
NR6A1	0	0	0	0.12572	0	0.23364	0.17613	0	0	0	1.6138	0	1.555	0.98067
NRADDP	0	0	0.090298	0.036784	0	0	9.7729	0	0	1.1599	0.76364	0	0	50.349
NRAP	0	0	0.13624	0.12074	0	0	0	0	0	1.5583	1.2126	0	0	0
NRARP	0	0	0	0.049288	3.2263	0.82927	0	0	0	0	0.79364	10.7	5.8837	0
NRAS	31.804	26.522	28.01	37.726	24.176	29.308	12.915	63.665	55.093	85.194	108.56	34.622	53.764	49.659
NRBF2	52.075	37.409	23.048	45.693	15.53	40.598	30.381	169.46	56.287	99.634	164.86	41.754	87.813	97.057
NRBP1	96.176	247.48	168.44	202.57	158.28	93.639	177.94	214.06	263.55	299.71	377.85	162.04	132.67	335.26
NRBP2	1.7547	32.071	4.8009	4.4925	0.80731	0.0043902	0	12.763	56.422	37.402	41.394	2.6775	0.039755	0
NRCAM	0	0	0.01394	0.030859	2.8091	0.0086588	0	0	0	0.17906	0.44049	9.3166	0.078409	0
NRD1	52.716	49.05	63.151	97.216	72.226	47.302	118.52	115.29	35.418	146.46	207.29	77.49	82.557	199.83
NRDE2	0.080316	6.4801	10.385	6.9333	12.03	3.8478	0.62227	0.63241	14.099	47.475	41.348	39.897	14.127	3.4647
NREP	5.082	553.95	5.9938	2.4528	53.94	17.565	28.256	40.015	1388.3	44.612	21.075	76.403	50.003	122.79
NREP-AS1	0	0	0.15928	0	0	0	0	0	0	2.046	0	0	0	0
NRF1	13.255	11.182	16.133	23.038	0	4.9917	16.635	54.436	19.094	75.431	89.349	0	20.128	86.489
NRG1	2.9196	11.136	0.26516	1.8144	0	10.462	0	22.989	31.497	3.4061	26.122	0	50.227	0
NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG2	0	0	0.047576	0.059997	0	0.42475	0	0	0	0.61112	1.4524	0	2.7521	0
NRG3	1.1929	0	0.0075759	0.15072	0	0.015	0	9.3927	0	0.097315	2.3428	0	0.13583	0
NRG4	0.7427	7.8673	0	1.3441	0	0	0	5.8481	22.252	0	15.81	0	0	0
NRGN	1.0556	0	0.40346	0.028799	0.96085	1.3961	0	5.1411	0	4.7105	0.51123	3.1868	10.134	0
NRIP1	6.0738	2.1287	1.2693	4.6625	3.3046	7.4802	14.144	40.939	3.8947	6.7139	39.187	9.4009	23.25	72.965
NRIP2	6.1853	0.12749	8.3138	9.6317	0.079089	3.1296	12.472	19.976	0.36061	30.573	44.748	0.26231	11.244	37.367
NRIP3	11.448	2.7525	14.715	18.786	4.4364	14.475	15.339	13.883	4.1195	21.517	24.89	6.4656	54.821	12.923
NRK	0.0070958	0	0	0.10345	0	0	0	0.055873	0	0	1.3498	0	0	0
NRL	11.679	0	0	1.3358	0	0.13024	0	91.957	0	0	21.332	0	1.1794	0
NRM	55.599	0	15.431	18.543	0	22.452	4.2913	222.06	0	120.4	100.22	0	76.039	23.893
NRN1	0	3.7774	0.15212	4.7596	80.509	0.23317	0.7355	0	10.684	1.4578	38.159	93.912	1.2953	4.0951
NRN1L	0	0	0.22207	1.3817	0	0.70629	0	0	0	2.8526	14.034	0	6.3958	0
NRON	0.081122	0	0.42804	2.8835	0	0.10183	0.041614	0.45157	0	4.7278	27.181	0	0.55802	0.2317
NRP1	0	205.22	0.70195	20.849	325.1	121.04	0	0	173.32	6.2492	102.13	309.36	212.48	0
NRP2	8.1435	66.668	0.21146	1.6949	44.559	22.187	0	41.111	124.21	2.2286	18.523	48.737	39.566	0
NRSN1	2.1815	2.9775	3.1019	2.83	2.1246	1.6885	1.4681	4.4593	7.4106	8.1876	18.235	4.759	3.5943	2.6089
NRSN2	11.074	65.704	3.085	5.9905	29.564	0	0	52.851	94.826	26.953	55.399	64.008	0	0
NRTN	0	0	0	0.2107	0	0.035244	0	0	0	0	4.9325	0	0.31914	0
NRXN1	0	0	0.23709	0.2508	0	0.0096335	0	0	0	3.0455	3.7044	0	0.081831	0
NRXN2	0	0	0.15	0.43599	0	0.028049	0	0	0	1.3836	4.7747	0	0.25399	0
NRXN3	1.5207	1.31	1.9251	2.9061	0.65183	0.79195	1.0526	2.9221	3.3022	4.7334	10.531	1.4509	1.6734	1.7496
NS3BP	18.584	0	1.8464	5.1326	0	3.7433	0	103.51	0	16.54	48.854	0	25.609	0
NSA2	121.72	90.565	87.729	80.463	15.366	38.447	37.18	209.45	114.98	228.89	206.16	48.179	81.293	111.74
NSD1	16.053	4.0087	14.24	19.865	11.923	5.4052	20.754	34.508	6.189	30.688	45.382	22.516	13.059	42.834
NSDHL	23.582	3.1748	24.831	11.767	0.67455	10.743	16.091	85.213	8.9798	119.93	70.591	2.2372	47.81	89.589
NSF	52.585	44.343	64.295	54.136	10.348	35.272	12.159	195.46	90.99	206.78	144.46	15.584	77.001	39.966
NSFL1C	41.564	47.279	22.202	26.457	34.699	24.106	18.158	103.65	46.68	63.373	77.73	40.989	52.201	49.382
NSFP1	17.932	36.518	17.692	86.113	7.1202	9.1576	77.129	68.75	75.341	73.025	215.51	14.43	36.124	262.28
NSG1	0.014193	2.1587	11.787	4.4528	15.55	0.52253	0	0.11176	6.1057	69.348	39.183	51.573	4.6917	0
NSL1	18.725	4.4163	6.6634	10.58	20.277	5.2432	8.0039	52.045	5.1068	19.142	27.548	41.409	9.5681	22.732
NSMAF	19.139	27.18	17.044	40.34	42.414	23.963	107.34	65.356	28.209	67.717	125.68	125.65	46.994	345.85
NSMCE1	84.378	37.543	117.45	90.779	105.89	49.707	109.58	207.99	51.717	299.42	228.93	200.41	134.6	302.5
NSMCE2	31.717	0	35.616	43.254	16.846	20.569	54.36	128.04	0	139.74	177.81	37.574	57.379	206.02
NSMCE4A	47.492	13.298	32.41	61.521	34.479	24.141	53.781	191.18	24.719	147.99	204.21	63.92	59.197	195.72
NSMF	0.005161	2.6724	5.5242	6.0931	0	1.9121	12.74	0.040638	7.5586	32.758	31.029	0	10.787	70.933
NSRP1	28.531	31.119	25.202	18.211	12.642	20.416	10.328	73.819	50.021	87.707	72.65	21.021	41.886	40.063
NSUN2	71.22	12.47	41.424	53.949	54.38	16.376	89.679	176.34	23.208	124.48	143.29	119.4	38.788	219.95
NSUN3	27.233	17.4	22.25	29.245	0	8.4506	20.21	99.794	30.595	98.863	119.68	0	28.684	82.876
NSUN4	19.135	1.28	7.3339	15.472	14.189	13.42	19.919	48.156	2.5833	14.867	56.694	15.725	26.916	47.057
NSUN5	53.338	0	27.299	34.44	0.80273	31.336	62.792	159.54	0	95.716	111.07	2.6624	93.491	164.05
NSUN5P1	38.248	6.725	14.284	31.812	0	2.56	18.394	93.24	14.915	56.544	103.81	0	18.201	74.246
NSUN5P2	34.589	3.5549	13.847	18.466	0	0.2561	3.1078	107.37	10.055	60.148	73.181	0	1.3407	17.047
NSUN6	21.564	1.085	22.891	14.23	1.8473	2.6247	22.515	87.89	3.0688	119.44	60.792	5.8029	14.313	62.969
NSUN7	0	3.1586	0	0.12036	0	0.37659	0.61907	0	8.934	0	2.5448	0	2.4041	3.4469
NT5C	103.39	117.85	71.672	97.805	21.362	80.052	124.53	288.61	144.63	204.9	248.84	70.85	230.15	369.39
NT5C1A	0	0	0	0.094021	0	0	0	0	0	0	1.7141	0	0	0
NT5C1B	1.2914	1.3625	0.14103	0.28921	0	0	0.76135	6.9369	3.8538	1.3203	3.2429	0	0	4.239
NT5C1B-RDH14	0	0	0.053394	0.25323	0	0.032561	0	0	0	0.50778	3.5168	0	0.29486	0
NT5C2	19.315	23.31	27.64	53.717	7.5738	33.139	48.616	64.369	34.413	78.181	148.13	9.4035	67.254	176.24
NT5C3	62.965	0	83.35	66.338	35.737	41.746	55.084	172.81	0	332.56	264.78	45.621	213.16	158.91
NT5C3B	24.013	52.056	10.788	11.509	35.904	4.6535	14.007	136.33	77.66	84.386	86.94	63.155	21.088	77.026
NT5DC1	27.591	7.6952	24.174	33.161	5.1829	9.8232	16.533	73.541	21.765	105.62	137.25	15.908	37.893	59.432
NT5DC2	3.705	142.51	0.64959	4.0087	38.284	6.6001	5.5499	23.376	339.47	7.6022	35.917	117.19	40.717	30.901
NT5DC3	22.756	15.145	21.168	23.575	6.7365	7.5121	12.572	59.684	16.263	55.655	41.084	8.0104	16.216	9.4502
NT5E	18.56	91.579	2.2929	2.3684	2.6899	0	0	78.965	115.47	21.072	33.071	8.9215	0	0
NT5M	0	0	0.55817	0.055778	0	1.2334	0	0	0	7.1699	1.0774	0	8.02	0
NTAN1	20.236	72.571	32.747	25.875	52.019	63.325	5.4582	98.888	130.94	145.58	136.84	150.35	130.84	21.432
NTF3	0	8.795	0	0	0	0	0	0	24.876	0	0	0	0	0
NTF4	0	0	0	0.14281	0	0	0	0	0	0	1.8961	0	0	0
NTHL1	9.4563	0	26.233	14.043	45.01	25.493	36.08	69.991	0	121.64	85.541	79.152	89.053	184.65
NTM	0	29.417	0.20449	0.48928	0	0	0	0	51.806	2.6268	6.9075	0	0	0
NTMT1	14.503	73.531	79.576	43.517	45.969	35.161	26.052	63.824	106.66	273.35	157.22	71.975	92.179	145.05
NTN1	0	5.9388	0.007576	0.20028	0	0.0026829	0	0	14.202	0.097315	2.9096	0	0.024294	0
NTN3	0	0	0.0081819	0.049471	0	0	0	0	0	0.1051	1.1976	0	0	0
NTN4	0	18.261	0.065699	0.0021844	48.391	0	0	0	27.484	0.84392	0.052878	84.165	0	0
NTN5	0	0	0.70327	0.64949	0	0	4.8781	0	0	9.0337	11.294	0	0	27.16
NTNG1	0.83139	0	0	0.25975	0	0.59745	0	5.4405	0	0	3.7543	0	5.4101	0
NTNG2	0	0	0.62771	1.1034	0	0.10378	1.0665	0	0	5.7209	6.8927	0	0.93977	4.1619
NTPCR	0	82.912	4.4668	25.148	22.346	24	28.911	0	139.85	34.843	113.67	37.428	62.558	92.996
NTRK1	0	1.4475	0.75905	7.3088	0.82637	0	0.13516	0	4.0942	9.3449	51.882	2.7408	0	0.75256
NTRK2	0	37.736	0.60479	1.8579	0	0	0.059999	0	96.254	4.0568	16.148	0	0	0.33406
NTRK3	0.027578	0	1.635	0.35736	0	0.17573	0	0.21715	0	15.851	3.7789	0	1.5913	0
NTRK3-AS1	0	0	0.30128	0.25172	0	0	0	0	0	3.87	5.1672	0	0	0
NTS	0	0	0	0.11721	0	0	0	0	0	0	2.6042	0	0	0
NTSR1	0	0	0.91315	0.012833	0	0	0	0	0	11.73	0.31065	0	0	0
NTSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUAK1	0.037095	2.7812	0.2574	1.7216	56.689	0.22462	0.078065	0.29209	5.2131	3.3063	15.654	103.55	1.6424	0.3154
NUAK2	115.62	0.6625	30.4	45.135	30.282	17.746	27.152	215.08	1.0406	95.375	106.88	88.434	44.199	88.374
NUB1	38.215	33.954	56.774	60.763	51.041	24.284	118.92	81.445	66.035	148.93	147.78	84.199	51.534	286.51
NUBP1	69.026	2.6037	46.912	41.638	176.22	96.431	31.231	176.48	7.3643	199.32	188.06	330.98	259.41	119.09
NUBP2	71.397	118.46	91.948	83.737	159.27	38.124	71.507	237	144.68	257.39	250.37	322.99	141.31	235.41
NUBPL	18.018	14.38	11.268	23.375	3.9801	9.6892	8.2679	61.153	29.185	21.355	78.854	5.8999	24.465	10.82
NUCB1	51.239	179.41	64.871	92.957	190.75	115.85	83.446	109.84	110.25	148.86	155.21	252.54	134.66	199.15
NUCB2	13.2	50.089	42.297	151.29	77.95	21.168	93.749	45.885	56.228	127.86	306.04	91.256	53.34	237.78
NUCKS1	36.258	53.06	46.223	55.448	19.414	29.547	41.981	89.489	41.977	82.292	107.76	34.401	39.427	64.856
NUDC	62.916	74.084	141.81	130.99	193.9	68.795	160.6	139.34	62.782	262.23	247.92	181.11	152.69	260.61
NUDCD1	18.269	0	4.5719	18.531	14.766	2.3931	36.067	83.886	0	28.838	87.577	33.989	10.276	180.63
NUDCD2	51.242	58.686	47.009	47.516	6.3546	35.24	55.039	179.2	104.16	177.26	197.33	21.076	122.95	145.64
NUDCD3	30.654	11.224	27.331	42.862	14.018	11.396	41.051	80.587	17.828	82.284	131.58	29.049	30.762	138.24
NUDT1	9.0449	12.204	80.537	37.855	0	33.672	21.55	62.981	34.517	310.54	140.61	0	79.05	119.99
NUDT10	18.381	0	0.043697	0.12928	0	0	0	144.73	0	0.5613	2.9261	0	0	0
